[475307] ['1/4', '1/9', '2/7', '3/7', '7/9'] -> ((2/7 / ((1/9 / 3/7) - 1/4)) * 7/9)
[476597] ['1/4', '1/9', '3/2', '4/3', '9/4'] -> (((3/2 + (4/3 / 1/9)) / 1/4) / 9/4)
[476604] ['1/4', '1/9', '3/2', '4/5', '5/2'] -> (5/2 / ((1/4 - (1/9 * 3/2)) / 4/5))
[476605] ['1/4', '1/9', '3/2', '4/5', '5/3'] -> ((4/5 / ((1/4 / 3/2) - 1/9)) * 5/3)
[476606] ['1/4', '1/9', '3/2', '4/5', '5/4'] -> ((((4/5 / 1/4) / 1/9) / 3/2) * 5/4)
[476610] ['1/4', '1/9', '3/2', '4/5', '5/9'] -> ((((3/2 * 4/5) / 1/4) / 1/9) * 5/9)
[476613] ['1/4', '1/9', '3/2', '4/5', '7/2'] -> (7/2 / ((1/4 / 4/5) - (1/9 * 3/2)))
[476621] ['1/4', '1/9', '3/2', '4/5', '8/5'] -> (8/5 / ((1/4 - (1/9 * 3/2)) * 4/5))
[476626] ['1/4', '1/9', '3/2', '4/5', '9/5'] -> ((((3/2 * 4/5) / 1/4) / 1/9) / 9/5)
[476635] ['1/4', '1/9', '3/2', '4/7', '5/7'] -> (5/7 / (4/7 - ((1/4 + 1/9) * 3/2)))
[476640] ['1/4', '1/9', '3/2', '4/7', '7/2'] -> (7/2 / ((1/4 - (1/9 * 3/2)) / 4/7))
[476641] ['1/4', '1/9', '3/2', '4/7', '7/3'] -> ((4/7 / ((1/4 / 3/2) - 1/9)) * 7/3)
[476646] ['1/4', '1/9', '3/2', '4/7', '7/9'] -> ((((3/2 * 4/7) / 1/4) / 1/9) * 7/9)
[476650] ['1/4', '1/9', '3/2', '4/7', '8/9'] -> ((3/2 / (1/4 - (1/9 / 4/7))) * 8/9)
[476655] ['1/4', '1/9', '3/2', '4/7', '9/8'] -> ((3/2 / (1/4 - (1/9 / 4/7))) / 9/8)
[476657] ['1/4', '1/9', '3/2', '4/9', '5/2'] -> (5/2 / (1/9 * (3/2 - (1/4 / 4/9))))
[476658] ['1/4', '1/9', '3/2', '4/9', '5/3'] -> ((5/3 / 1/4) / (4/9 - (1/9 * 3/2)))
[476672] ['1/4', '1/9', '3/2', '4/9', '7/9'] -> (7/9 / ((1/9 * 3/2) * (4/9 - 1/4)))
[476677] ['1/4', '1/9', '3/2', '4/9', '9/2'] -> ((4/9 / (1/4 - (1/9 * 3/2))) * 9/2)
[476678] ['1/4', '1/9', '3/2', '4/9', '9/4'] -> ((((4/9 / 1/4) / 1/9) / 3/2) * 9/4)
[476682] ['1/4', '1/9', '3/2', '5/2', '5/2'] -> ((((5/2 / 1/4) / 1/9) / 3/2) / 5/2)
[476684] ['1/4', '1/9', '3/2', '5/2', '5/4'] -> ((5/2 / (1/4 - (1/9 * 3/2))) / 5/4)
[476685] ['1/4', '1/9', '3/2', '5/2', '5/6'] -> (((3/2 + 5/2) / (1/4 - 1/9)) * 5/6)
[476689] ['1/4', '1/9', '3/2', '5/2', '6/5'] -> (((3/2 + 5/2) / (1/4 - 1/9)) / 6/5)
[476691] ['1/4', '1/9', '3/2', '5/2', '7/2'] -> ((((5/2 / 1/9) - 3/2) / 1/4) / 7/2)
[476695] ['1/4', '1/9', '3/2', '5/2', '7/6'] -> (7/6 / (1/9 - (1/4 / (3/2 + 5/2))))
[476696] ['1/4', '1/9', '3/2', '5/2', '7/8'] -> (((5/2 - (1/4 / 3/2)) / 1/9) / 7/8)
[476699] ['1/4', '1/9', '3/2', '5/2', '8/5'] -> (8/5 / ((1/9 * 3/2) - (1/4 / 5/2)))
[476700] ['1/4', '1/9', '3/2', '5/2', '8/7'] -> (((5/2 - (1/4 / 3/2)) / 1/9) * 8/7)
[476701] ['1/4', '1/9', '3/2', '5/2', '8/9'] -> (((3/2 * 5/2) / (1/4 - 1/9)) * 8/9)
[476709] ['1/4', '1/9', '3/2', '5/3', '5/6'] -> ((5/3 / (1/4 - (1/9 * 3/2))) / 5/6)
[476716] ['1/4', '1/9', '3/2', '5/3', '7/3'] -> (7/3 / (3/2 * (1/4 - (1/9 * 5/3))))
[476717] ['1/4', '1/9', '3/2', '5/3', '7/4'] -> ((((3/2 * 5/3) / 1/9) - 1/4) + 7/4)
[476718] ['1/4', '1/9', '3/2', '5/3', '7/5'] -> (7/5 / (3/2 * ((1/4 / 5/3) - 1/9)))
[476720] ['1/4', '1/9', '3/2', '5/3', '7/8'] -> (((3/2 / 1/4) + (5/3 / 1/9)) / 7/8)
[476722] ['1/4', '1/9', '3/2', '5/3', '8/3'] -> (((5/3 / 1/9) - (3/2 / 1/4)) * 8/3)
[476724] ['1/4', '1/9', '3/2', '5/3', '8/7'] -> (((3/2 / 1/4) + (5/3 / 1/9)) * 8/7)
[476730] ['1/4', '1/9', '3/2', '5/3', '9/8'] -> ((3/2 * (1/4 + (5/3 / 1/9))) + 9/8)
[476731] ['1/4', '1/9', '3/2', '5/4', '5/4'] -> ((((5/4 / 1/4) / 1/9) / 3/2) / 5/4)
[476735] ['1/4', '1/9', '3/2', '5/4', '5/9'] -> ((((3/2 / 1/4) / 1/9) / 5/4) * 5/9)
[476738] ['1/4', '1/9', '3/2', '5/4', '7/2'] -> (7/2 / ((1/4 * 5/4) - (1/9 * 3/2)))
[476748] ['1/4', '1/9', '3/2', '5/4', '8/9'] -> ((((1/4 + 3/2) + 5/4) / 1/9) * 8/9)
[476751] ['1/4', '1/9', '3/2', '5/4', '9/5'] -> ((((3/2 / 1/4) / 1/9) / 5/4) / 9/5)
[476753] ['1/4', '1/9', '3/2', '5/4', '9/8'] -> ((((1/4 + 3/2) + 5/4) / 1/9) / 9/8)
[476754] ['1/4', '1/9', '3/2', '5/6', '5/6'] -> ((((5/6 / 1/4) / 1/9) / 3/2) / 5/6)
[476756] ['1/4', '1/9', '3/2', '5/6', '5/8'] -> ((5/6 / ((1/4 / 3/2) - 1/9)) / 5/8)
[476761] ['1/4', '1/9', '3/2', '5/6', '7/3'] -> (7/3 / ((1/9 * 3/2) * (5/6 - 1/4)))
[476768] ['1/4', '1/9', '3/2', '5/6', '8/5'] -> ((5/6 / ((1/4 / 3/2) - 1/9)) * 8/5)
[476771] ['1/4', '1/9', '3/2', '5/6', '9/2'] -> ((((5/6 / 1/4) / 1/9) - 3/2) - 9/2)
[476776] ['1/4', '1/9', '3/2', '5/7', '5/7'] -> (5/7 / (((1/4 * 1/9) * 3/2) * 5/7))
[476780] ['1/4', '1/9', '3/2', '5/7', '6/7'] -> (6/7 / (((1/4 / 1/9) - 3/2) - 5/7))
[476784] ['1/4', '1/9', '3/2', '5/7', '7/5'] -> (7/5 / (((1/4 * 1/9) * 3/2) / 5/7))
[476790] ['1/4', '1/9', '3/2', '5/7', '8/7'] -> (8/7 / (5/7 - ((1/9 * 3/2) / 1/4)))
[476797] ['1/4', '1/9', '3/2', '5/8', '5/8'] -> ((((5/8 / 1/4) / 1/9) / 3/2) / 5/8)
[476802] ['1/4', '1/9', '3/2', '5/8', '7/3'] -> (7/3 / ((1/4 / 3/2) - (1/9 * 5/8)))
[476806] ['1/4', '1/9', '3/2', '5/8', '7/8'] -> ((((5/8 / 1/4) / 1/9) - 3/2) / 7/8)
[476809] ['1/4', '1/9', '3/2', '5/8', '8/5'] -> ((((5/8 / 1/4) / 1/9) / 3/2) * 8/5)
[476810] ['1/4', '1/9', '3/2', '5/8', '8/7'] -> ((((5/8 / 1/4) / 1/9) - 3/2) * 8/7)
[476813] ['1/4', '1/9', '3/2', '5/8', '9/4'] -> (9/4 / (3/2 - ((1/4 * 5/8) / 1/9)))
[476817] ['1/4', '1/9', '3/2', '5/9', '5/9'] -> ((((5/9 / 1/4) / 1/9) / 3/2) / 5/9)
[476818] ['1/4', '1/9', '3/2', '5/9', '6/5'] -> (6/5 / (((1/9 * 3/2) / 5/9) - 1/4))
[476831] ['1/4', '1/9', '3/2', '5/9', '9/2'] -> ((((3/2 / 1/4) - 1/9) - 5/9) * 9/2)
[476832] ['1/4', '1/9', '3/2', '5/9', '9/4'] -> ((3/2 / ((1/4 * 5/9) - 1/9)) / 9/4)
[476838] ['1/4', '1/9', '3/2', '6/5', '7/2'] -> (7/2 / (3/2 * ((1/4 / 6/5) - 1/9)))
[476846] ['1/4', '1/9', '3/2', '6/5', '8/5'] -> (8/5 / (((1/4 / 3/2) - 1/9) * 6/5))
[476856] ['1/4', '1/9', '3/2', '6/7', '7/3'] -> ((6/7 / (1/4 - (1/9 * 3/2))) * 7/3)
[476859] ['1/4', '1/9', '3/2', '6/7', '7/6'] -> ((((6/7 / 1/4) / 1/9) / 3/2) * 7/6)
[476865] ['1/4', '1/9', '3/2', '6/7', '8/9'] -> (8/9 / ((1/4 / 3/2) - (1/9 / 6/7)))
[476869] ['1/4', '1/9', '3/2', '6/7', '9/7'] -> (9/7 / (1/9 * (6/7 - (1/4 * 3/2))))
[476871] ['1/4', '1/9', '3/2', '7/2', '7/2'] -> ((((7/2 / 1/4) / 1/9) / 3/2) / 7/2)
[476873] ['1/4', '1/9', '3/2', '7/2', '7/4'] -> ((7/2 / (1/4 - (1/9 * 3/2))) / 7/4)
[476884] ['1/4', '1/9', '3/2', '7/2', '9/5'] -> (((7/2 - (1/9 * 3/2)) / 1/4) * 9/5)
[476894] ['1/4', '1/9', '3/2', '7/3', '8/5'] -> (((7/3 / 1/9) - (3/2 / 1/4)) * 8/5)
[476896] ['1/4', '1/9', '3/2', '7/3', '8/9'] -> (((3/2 / 1/4) + (7/3 / 1/9)) * 8/9)
[476899] ['1/4', '1/9', '3/2', '7/3', '9/5'] -> (((3/2 * (7/3 - 1/9)) / 1/4) * 9/5)
[476901] ['1/4', '1/9', '3/2', '7/3', '9/8'] -> (((3/2 / 1/4) + (7/3 / 1/9)) / 9/8)
[476902] ['1/4', '1/9', '3/2', '7/4', '7/4'] -> ((((7/4 / 1/4) / 1/9) / 3/2) / 7/4)
[476905] ['1/4', '1/9', '3/2', '7/4', '7/8'] -> ((7/4 / (1/4 - (1/9 * 3/2))) / 7/8)
[476906] ['1/4', '1/9', '3/2', '7/4', '7/9'] -> ((((3/2 / 1/4) / 1/9) / 7/4) * 7/9)
[476911] ['1/4', '1/9', '3/2', '7/4', '9/2'] -> ((3/2 + ((1/4 + 7/4) / 1/9)) + 9/2)
[476914] ['1/4', '1/9', '3/2', '7/4', '9/7'] -> ((((3/2 / 1/4) / 1/9) / 7/4) / 9/7)
[476916] ['1/4', '1/9', '3/2', '7/5', '7/5'] -> ((((7/5 / 1/4) / 1/9) / 3/2) / 7/5)
[476929] ['1/4', '1/9', '3/2', '7/6', '7/6'] -> ((((7/6 / 1/4) / 1/9) / 3/2) / 7/6)
[476930] ['1/4', '1/9', '3/2', '7/6', '7/8'] -> ((7/6 / ((1/4 / 3/2) - 1/9)) / 7/8)
[476935] ['1/4', '1/9', '3/2', '7/6', '8/9'] -> (8/9 / ((1/4 / 3/2) - (1/9 * 7/6)))
[476936] ['1/4', '1/9', '3/2', '7/6', '9/2'] -> ((((1/9 * 3/2) + 7/6) / 1/4) * 9/2)
[476941] ['1/4', '1/9', '3/2', '7/8', '7/8'] -> ((((7/8 / 1/4) / 1/9) / 3/2) / 7/8)
[476945] ['1/4', '1/9', '3/2', '7/8', '8/7'] -> ((((7/8 / 1/4) / 1/9) / 3/2) * 8/7)
[476946] ['1/4', '1/9', '3/2', '7/8', '8/9'] -> (8/9 / (1/9 * ((7/8 / 3/2) - 1/4)))
[476947] ['1/4', '1/9', '3/2', '7/8', '9/2'] -> (9/2 / ((1/9 * 3/2) * (1/4 + 7/8)))
[476952] ['1/4', '1/9', '3/2', '7/9', '7/9'] -> ((((7/9 / 1/4) / 1/9) / 3/2) / 7/9)
[476960] ['1/4', '1/9', '3/2', '7/9', '9/7'] -> (9/7 / (((1/4 * 1/9) * 3/2) / 7/9))
[476971] ['1/4', '1/9', '3/2', '8/5', '8/5'] -> (8/5 / (((1/4 * 1/9) * 3/2) * 8/5))
[476975] ['1/4', '1/9', '3/2', '8/5', '9/4'] -> (9/4 / (3/2 - ((1/4 / 1/9) / 8/5)))
[476979] ['1/4', '1/9', '3/2', '8/7', '8/7'] -> (8/7 / (((1/4 * 1/9) * 3/2) * 8/7))
[476987] ['1/4', '1/9', '3/2', '8/9', '9/2'] -> (9/2 / (3/2 * (1/4 - (1/9 / 8/9))))
[476991] ['1/4', '1/9', '3/2', '8/9', '9/8'] -> (9/8 / (((1/4 * 1/9) * 3/2) / 8/9))
[476993] ['1/4', '1/9', '3/2', '9/2', '9/4'] -> ((9/2 / (1/4 - (1/9 * 3/2))) / 9/4)
[476994] ['1/4', '1/9', '3/2', '9/2', '9/5'] -> (((3/2 + 9/2) / (1/4 - 1/9)) / 9/5)
[476995] ['1/4', '1/9', '3/2', '9/2', '9/7'] -> (9/7 / (1/4 / ((1/9 * 3/2) + 9/2)))
[476996] ['1/4', '1/9', '3/2', '9/2', '9/8'] -> ((3/2 / (1/9 - (1/4 / 9/2))) / 9/8)
[477004] ['1/4', '1/9', '3/2', '9/7', '9/7'] -> ((((9/7 / 1/4) / 1/9) / 3/2) / 9/7)
[477009] ['1/4', '1/9', '3/4', '3/4', '3/7'] -> ((1/4 + (3/4 / 3/7)) / (1/9 * 3/4))
[477011] ['1/4', '1/9', '3/4', '3/4', '4/3'] -> (4/3 / ((1/4 / (3/4 + 3/4)) - 1/9))
[477012] ['1/4', '1/9', '3/4', '3/4', '4/5'] -> ((((3/4 / 1/9) + 3/4) / 1/4) * 4/5)
[477014] ['1/4', '1/9', '3/4', '3/4', '4/9'] -> ((((3/4 + 3/4) / 1/4) / 1/9) * 4/9)
[477016] ['1/4', '1/9', '3/4', '3/4', '5/3'] -> (((1/4 / 3/4) + 5/3) / (1/9 * 3/4))
[477018] ['1/4', '1/9', '3/4', '3/4', '5/6'] -> ((5/6 / 1/9) / ((3/4 * 3/4) - 1/4))
[477021] ['1/4', '1/9', '3/4', '3/4', '5/9'] -> (((3/4 / 1/4) + 5/9) / (1/9 / 3/4))
[477039] ['1/4', '1/9', '3/4', '3/4', '9/8'] -> (((1/4 + 3/4) / 1/9) / (9/8 - 3/4))
[477044] ['1/4', '1/9', '3/4', '3/5', '4/5'] -> (4/5 / ((1/9 * (3/4 - 1/4)) * 3/5))
[477047] ['1/4', '1/9', '3/4', '3/5', '5/2'] -> ((((1/4 + 3/4) / 1/9) + 3/5) * 5/2)
[477048] ['1/4', '1/9', '3/4', '3/5', '5/3'] -> ((((1/4 + 3/4) + 3/5) / 1/9) * 5/3)
[477050] ['1/4', '1/9', '3/4', '3/5', '5/6'] -> ((((3/5 / 1/4) / 1/9) / 3/4) * 5/6)
[477054] ['1/4', '1/9', '3/4', '3/5', '6/5'] -> ((((3/5 / 1/4) / 1/9) / 3/4) / 6/5)
[477060] ['1/4', '1/9', '3/4', '3/5', '7/6'] -> (7/6 / (3/4 * (1/4 - (1/9 / 3/5))))
[477066] ['1/4', '1/9', '3/4', '3/5', '8/9'] -> (8/9 / (1/9 * (3/4 - (1/4 / 3/5))))
[477067] ['1/4', '1/9', '3/4', '3/5', '9/2'] -> (9/2 / ((1/4 - 1/9) * (3/4 + 3/5)))
[477077] ['1/4', '1/9', '3/4', '3/7', '4/9'] -> (4/9 / (1/9 * (3/4 - (1/4 / 3/7))))
[477091] ['1/4', '1/9', '3/4', '3/7', '7/6'] -> ((((3/7 / 1/4) / 1/9) / 3/4) * 7/6)
[477092] ['1/4', '1/9', '3/4', '3/7', '7/8'] -> ((((1/4 + 3/4) / 1/9) / 3/7) / 7/8)
[477093] ['1/4', '1/9', '3/4', '3/7', '7/9'] -> ((((3/4 / 1/4) + 3/7) / 1/9) * 7/9)
[477108] ['1/4', '1/9', '3/4', '3/8', '5/2'] -> (5/2 / (3/8 - ((1/4 + 1/9) * 3/4)))
[477111] ['1/4', '1/9', '3/4', '3/8', '5/6'] -> (5/6 / (3/4 * ((1/9 / 3/8) - 1/4)))
[477123] ['1/4', '1/9', '3/4', '3/8', '7/9'] -> (((1/4 + (3/4 / 1/9)) / 3/8) / 7/9)
[477124] ['1/4', '1/9', '3/4', '3/8', '8/3'] -> (8/3 / ((1/4 / (3/4 + 3/8)) - 1/9))
[477127] ['1/4', '1/9', '3/4', '3/8', '8/9'] -> (8/9 / ((1/4 / 3/4) - (1/9 / 3/8)))
[477128] ['1/4', '1/9', '3/4', '3/8', '9/2'] -> ((((3/4 / 1/9) + 3/8) / 1/4) - 9/2)
[477130] ['1/4', '1/9', '3/4', '3/8', '9/5'] -> ((3/4 / (1/9 - (1/4 * 3/8))) / 9/5)
[477131] ['1/4', '1/9', '3/4', '3/8', '9/7'] -> (((1/4 + (3/4 / 1/9)) / 3/8) * 9/7)
[477136] ['1/4', '1/9', '3/4', '4/3', '4/9'] -> (4/9 / (1/4 - (1/9 * (3/4 + 4/3))))
[477138] ['1/4', '1/9', '3/4', '4/3', '5/3'] -> ((((3/4 / 1/4) / 1/9) - 4/3) - 5/3)
[477139] ['1/4', '1/9', '3/4', '4/3', '5/4'] -> ((1/4 + 5/4) / ((1/9 * 3/4) / 4/3))
[477148] ['1/4', '1/9', '3/4', '4/3', '7/4'] -> ((7/4 - 1/4) / ((1/9 * 3/4) / 4/3))
[477156] ['1/4', '1/9', '3/4', '4/3', '8/9'] -> (8/9 / (1/9 * ((4/3 - 1/4) - 3/4)))
[477157] ['1/4', '1/9', '3/4', '4/3', '9/2'] -> (9/2 / (1/4 - ((1/9 * 3/4) / 4/3)))
[477162] ['1/4', '1/9', '3/4', '4/5', '4/5'] -> (4/5 / (1/9 * ((1/4 + 4/5) - 3/4)))
[477166] ['1/4', '1/9', '3/4', '4/5', '5/3'] -> (((4/5 / (3/4 - 1/4)) / 1/9) * 5/3)
[477170] ['1/4', '1/9', '3/4', '4/5', '5/8'] -> (5/8 / (((1/4 * 1/9) * 3/4) / 4/5))
[477174] ['1/4', '1/9', '3/4', '4/5', '7/2'] -> (7/2 / (1/4 - ((1/9 * 3/4) / 4/5)))
[477182] ['1/4', '1/9', '3/4', '4/5', '8/5'] -> (8/5 / (3/4 * ((1/4 * 4/5) - 1/9)))
[477190] ['1/4', '1/9', '3/4', '4/7', '4/7'] -> (4/7 / (3/4 * ((1/4 * 4/7) - 1/9)))
[477192] ['1/4', '1/9', '3/4', '4/7', '5/2'] -> (5/2 / (1/4 - ((1/9 * 3/4) / 4/7)))
[477195] ['1/4', '1/9', '3/4', '4/7', '5/6'] -> (5/6 / (1/9 * (3/4 - (1/4 / 4/7))))
[477196] ['1/4', '1/9', '3/4', '4/7', '5/7'] -> ((((3/4 / 1/9) - 4/7) / 1/4) - 5/7)
[477202] ['1/4', '1/9', '3/4', '4/7', '7/3'] -> (((4/7 / (3/4 - 1/4)) / 1/9) * 7/3)
[477220] ['1/4', '1/9', '3/4', '4/9', '5/4'] -> (((3/4 + (4/9 / 1/4)) / 1/9) + 5/4)
[477231] ['1/4', '1/9', '3/4', '4/9', '7/6'] -> (7/6 / (1/4 * ((3/4 - 1/9) - 4/9)))
[477242] ['1/4', '1/9', '3/4', '4/9', '9/8'] -> ((((4/9 / 1/4) / 1/9) / 3/4) * 9/8)
[477243] ['1/4', '1/9', '3/4', '5/2', '5/2'] -> ((((5/2 / 1/9) - 1/4) - 3/4) + 5/2)
[477245] ['1/4', '1/9', '3/4', '5/2', '5/4'] -> (5/4 / (((1/4 * 1/9) * 3/4) * 5/2))
[477248] ['1/4', '1/9', '3/4', '5/2', '5/8'] -> ((5/2 / (1/4 - (1/9 * 3/4))) / 5/8)
[477253] ['1/4', '1/9', '3/4', '5/2', '7/3'] -> (7/3 / (3/4 - (1/4 * (1/9 + 5/2))))
[477260] ['1/4', '1/9', '3/4', '5/2', '8/5'] -> ((5/2 / (1/4 - (1/9 * 3/4))) * 8/5)
[477269] ['1/4', '1/9', '3/4', '5/3', '5/4'] -> (((5/3 / (3/4 - 1/4)) / 1/9) / 5/4)
[477270] ['1/4', '1/9', '3/4', '5/3', '5/6'] -> (5/6 / (((1/4 * 1/9) * 3/4) * 5/3))
[477280] ['1/4', '1/9', '3/4', '5/3', '7/6'] -> (7/6 / (3/4 * (1/4 - (1/9 * 5/3))))
[477286] ['1/4', '1/9', '3/4', '5/3', '8/9'] -> (8/9 / (1/9 * (3/4 - (1/4 * 5/3))))
[477288] ['1/4', '1/9', '3/4', '5/3', '9/4'] -> ((((1/4 + 3/4) / 1/9) + 5/3) * 9/4)
[477295] ['1/4', '1/9', '3/4', '5/4', '5/8'] -> (5/8 / (((1/4 * 1/9) * 3/4) * 5/4))
[477299] ['1/4', '1/9', '3/4', '5/4', '7/2'] -> (7/2 / (1/4 - ((1/9 * 3/4) * 5/4)))
[477300] ['1/4', '1/9', '3/4', '5/4', '7/3'] -> (7/3 / (1/4 * ((5/4 - 1/9) - 3/4)))
[477307] ['1/4', '1/9', '3/4', '5/4', '8/5'] -> (8/5 / (3/4 * ((1/4 / 5/4) - 1/9)))
[477310] ['1/4', '1/9', '3/4', '5/4', '9/2'] -> ((((1/9 * 3/4) + 5/4) / 1/4) * 9/2)
[477311] ['1/4', '1/9', '3/4', '5/4', '9/4'] -> ((1/4 + 9/4) / ((1/9 * 3/4) * 5/4))
[477317] ['1/4', '1/9', '3/4', '5/6', '5/8'] -> (((5/6 / (3/4 - 1/4)) / 1/9) / 5/8)
[477319] ['1/4', '1/9', '3/4', '5/6', '6/5'] -> (6/5 / (1/9 * (3/4 - (1/4 / 5/6))))
[477322] ['1/4', '1/9', '3/4', '5/6', '7/3'] -> (7/3 / (1/9 * (1/4 + (3/4 * 5/6))))
[477323] ['1/4', '1/9', '3/4', '5/6', '7/4'] -> (7/4 / (3/4 * ((1/4 * 5/6) - 1/9)))
[477329] ['1/4', '1/9', '3/4', '5/6', '8/5'] -> (((5/6 / (3/4 - 1/4)) / 1/9) * 8/5)
[477341] ['1/4', '1/9', '3/4', '5/7', '6/7'] -> ((((3/4 / 1/4) - 5/7) / 1/9) / 6/7)
[477342] ['1/4', '1/9', '3/4', '5/7', '7/2'] -> (((5/7 / (1/4 - 1/9)) / 3/4) * 7/2)
[477346] ['1/4', '1/9', '3/4', '5/7', '7/6'] -> ((((3/4 / 1/4) - 5/7) / 1/9) * 7/6)
[477359] ['1/4', '1/9', '3/4', '5/8', '5/9'] -> ((((3/4 / 1/4) / 1/9) / 5/8) * 5/9)
[477366] ['1/4', '1/9', '3/4', '5/8', '7/6'] -> (7/6 / (1/9 * (5/8 - (1/4 * 3/4))))
[477374] ['1/4', '1/9', '3/4', '5/8', '9/4'] -> ((((5/8 / 1/4) / 1/9) - 3/4) + 9/4)
[477375] ['1/4', '1/9', '3/4', '5/8', '9/5'] -> ((((3/4 / 1/4) / 1/9) / 5/8) / 9/5)
[477379] ['1/4', '1/9', '3/4', '5/9', '6/5'] -> (6/5 / (((1/9 / 1/4) / 5/9) - 3/4))
[477381] ['1/4', '1/9', '3/4', '5/9', '7/2'] -> (7/2 / (3/4 * ((5/9 - 1/4) - 1/9)))
[477387] ['1/4', '1/9', '3/4', '5/9', '7/9'] -> ((((3/4 / 1/9) - 5/9) / 1/4) - 7/9)
[477396] ['1/4', '1/9', '3/4', '5/9', '9/8'] -> ((3/4 / ((1/4 * 5/9) - 1/9)) / 9/8)
[477397] ['1/4', '1/9', '3/4', '6/5', '6/5'] -> (6/5 / (1/9 * (3/4 - (1/4 * 6/5))))
[477400] ['1/4', '1/9', '3/4', '6/5', '7/3'] -> (7/3 / (1/9 * (1/4 + (3/4 / 6/5))))
[477401] ['1/4', '1/9', '3/4', '6/5', '7/4'] -> (7/4 / (3/4 * ((1/4 / 6/5) - 1/9)))
[477407] ['1/4', '1/9', '3/4', '6/5', '8/5'] -> (8/5 / ((1/9 * (3/4 - 1/4)) * 6/5))
[477415] ['1/4', '1/9', '3/4', '6/7', '6/7'] -> ((((3/4 * 6/7) / 1/4) / 1/9) + 6/7)
[477421] ['1/4', '1/9', '3/4', '6/7', '7/8'] -> (((1/4 / (6/7 - 3/4)) / 1/9) / 7/8)
[477433] ['1/4', '1/9', '3/4', '7/2', '7/3'] -> (7/3 / ((1/4 * (7/2 - 1/9)) - 3/4))
[477434] ['1/4', '1/9', '3/4', '7/2', '7/4'] -> (7/4 / (((1/4 * 1/9) * 3/4) * 7/2))
[477435] ['1/4', '1/9', '3/4', '7/2', '7/5'] -> (((7/2 / (1/4 - 1/9)) / 3/4) / 7/5)
[477437] ['1/4', '1/9', '3/4', '7/2', '7/8'] -> ((7/2 / (1/4 - (1/9 * 3/4))) / 7/8)
[477441] ['1/4', '1/9', '3/4', '7/2', '8/7'] -> ((7/2 / (1/4 - (1/9 * 3/4))) * 8/7)
[477442] ['1/4', '1/9', '3/4', '7/2', '8/9'] -> ((((1/4 + 7/2) - 3/4) / 1/9) * 8/9)
[477447] ['1/4', '1/9', '3/4', '7/2', '9/8'] -> ((((1/4 + 7/2) - 3/4) / 1/9) / 9/8)
[477463] ['1/4', '1/9', '3/4', '7/4', '7/4'] -> ((((3/4 + 7/4) / 1/9) - 1/4) + 7/4)
[477466] ['1/4', '1/9', '3/4', '7/4', '7/8'] -> (7/8 / (((1/4 * 1/9) * 3/4) * 7/4))
[477476] ['1/4', '1/9', '3/4', '7/4', '9/8'] -> (9/8 / (3/4 / (1/4 + (7/4 / 1/9))))
[477491] ['1/4', '1/9', '3/4', '7/6', '7/8'] -> (((7/6 / (3/4 - 1/4)) / 1/9) / 7/8)
[477495] ['1/4', '1/9', '3/4', '7/6', '8/7'] -> (((7/6 / (3/4 - 1/4)) / 1/9) * 8/7)
[477496] ['1/4', '1/9', '3/4', '7/6', '8/9'] -> (8/9 / (1/4 - (1/9 * (3/4 + 7/6))))
[477503] ['1/4', '1/9', '3/4', '7/8', '7/9'] -> ((((3/4 / 1/4) / 1/9) / 7/8) * 7/9)
[477509] ['1/4', '1/9', '3/4', '7/8', '9/4'] -> (9/4 / ((1/9 * 3/4) * (1/4 + 7/8)))
[477511] ['1/4', '1/9', '3/4', '7/8', '9/7'] -> ((((3/4 / 1/4) / 1/9) / 7/8) / 9/7)
[477517] ['1/4', '1/9', '3/4', '7/9', '8/9'] -> (8/9 / (1/9 * ((3/4 * 7/9) - 1/4)))
[477524] ['1/4', '1/9', '3/4', '8/3', '8/5'] -> ((((8/3 - 1/4) - 3/4) / 1/9) * 8/5)
[477529] ['1/4', '1/9', '3/4', '8/3', '9/5'] -> ((3/4 / (1/9 - (1/4 / 8/3))) / 9/5)
[477532] ['1/4', '1/9', '3/4', '8/5', '8/5'] -> (8/5 / (1/9 * ((8/5 - 1/4) - 3/4)))
[477537] ['1/4', '1/9', '3/4', '8/5', '9/5'] -> ((((3/4 * 8/5) / 1/4) / 1/9) / 9/5)
[477545] ['1/4', '1/9', '3/4', '8/7', '9/7'] -> ((((3/4 * 8/7) / 1/4) / 1/9) / 9/7)
[477549] ['1/4', '1/9', '3/4', '8/9', '9/4'] -> (9/4 / (3/4 * (1/4 - (1/9 / 8/9))))
[477553] ['1/4', '1/9', '3/4', '9/2', '9/2'] -> (9/2 / (3/4 * ((1/9 * 9/2) - 1/4)))
[477554] ['1/4', '1/9', '3/4', '9/2', '9/4'] -> (9/4 / (((1/4 * 1/9) * 3/4) * 9/2))
[477555] ['1/4', '1/9', '3/4', '9/2', '9/5'] -> (((9/2 / (1/4 - 1/9)) / 3/4) / 9/5)
[477562] ['1/4', '1/9', '3/4', '9/5', '9/5'] -> ((((3/4 / 1/4) + 9/5) / 1/9) / 9/5)
[477564] ['1/4', '1/9', '3/4', '9/5', '9/8'] -> ((3/4 / ((1/4 / 9/5) - 1/9)) / 9/8)
